subject1,subject2
3.5856,3.963
3.6142,2.498
2.9126,3.0248
3.7847,4.9968
3.849,1.655
2.5892,3.6091
3.9044,3.1217
3.8687,4.5256
3.7447,4.3755
3.0557,0.88259
3.5736,0.92282
4.8953,2.2523
2.7534,5.226
4.7586,1.6304
2.0917,3.3477
1.8198,1.8892
3.1068,2.3805
4.7642,1.5224
2.7655,4.2765
5.4804,5.1119
2.0456,2.595
1.4211,2.3344
1.9272,2.8244
5.1863,3.9336
2.9341,0.83761
3.3432,5.099
3.7502,4.6835
4.5883,2.192
2.8784,2.834
3.6335,4.5178
4.3257,2.0235
2.4693,2.6674
5.1602,4.7064
5.3034,1.6813
4.2174,-0.48363
5.2633,3.1256
3.1345,3.1237
4.7018,2.6263
3.2273,3.4297
4.1758,4.2282
2.7882,2.2741
3.4217,1.9585
2.769,2.9592
2.9025,1.8498
2.0043,3.9615
3.5424,5.1921
2.761,3.6901
2.0548,5.9332
4.7085,3.6322
3.8021,2.7906
2.4205,2.6433
3.8076,3.1557
3.6085,3.7838
2.5438,3.3744
5.4834,2.2069
3.0174,1.1697
3.7729,-0.15034
3.1276,2.9473
3.2424,3.3373
4.5353,1.8556
3.1815,2.7864
3.6365,5.4531
3.4633,4.0594
3.5437,2.458
3.2257,1.0979
2.8499,4.4151
4.2284,2.9292
4.6299,3.2615
3.462,3.9875
3.2967,2.5452
2.555,4.797
3.6035,2.0432
3.6178,3.1969
4.2024,4.3371
1.9045,3.6831
4.165,4.8514
4.6992,1.8835
3.9415,3.8919
4.3712,0.87547
2.9438,3.2693
3.2634,3.5457
4.3627,1.5389
3.5292,3.6571
1.5803,2.2809
3.4846,5.5133
2.9061,5.1465
4.3408,3.2552
4.2435,3.7866
4.1728,3.2141
4.8055,4.1374
3.4172,1.6679
5.3952,4.5949
3.3058,3.945
3.2788,2.7064
3.25,3.1435
2.3561,4.919
2.9738,2.1853
2.2844,5.2464
3.1896,2.3515
4.7661,1.221
5.1777,2.086
3.9872,3.3589
3.0659,2.4331
2.5561,0.92251
4.6317,4.8395
3.4647,4.8146
2.7186,1.2362
4.3632,0.65916
6.1694,4.0552
3.4599,2.5914
2.739,2.166
4.3874,3.0734
2.9442,1.8757
2.9317,3.5581
2.703,2.351
4.5745,2.0257
2.7162,0.0026283
3.2919,2.9624
2.8935,4.7218
1.7524,2.3422
2.8728,5.2091
4.7772,0.27671
3.6703,4.7957
2.5491,-0.12467
3.0167,3.5873
3.7876,2.7852
3.8455,2.7044
2.8167,2.508
1.609,0.23676
3.3605,2.8837
6.176,4.4724
5.0158,4.2318
3.4911,4.0998
3.5676,2.4943
2.4248,3.2409
4.1249,4.3653
2.6225,1.9184
5.5517,2.923
3.8991,2.614
4.7699,3.1496
4.6774,1.7848
3.5467,1.9076
2.9108,2.109
4.6737,4.2424
3.3328,2.731
6.4739,2.8389
2.3746,4.0324
3.3562,2.6373
3.3234,3.3536
5.0904,4.1035
4.4849,5.4829
2.5009,2.3416
3.0186,0.94803
4.4638,3.8332
2.1756,1.7374
3.173,2.7151
2.8988,1.5773
2.3215,3.7145
3.3211,3.5892
2.9817,2.8836
2.9797,-0.08233
3.032,3.4205
3.5659,4.8801
3.0292,4.4528
3.529,3.0557
2.8847,1.7598
3.9616,1.8258
3.8621,5.1688
1.5977,1.6943
4.1083,2.3609
4.3698,4.2311
1.849,0.0291
3.4239,3.2684
2.9398,2.1994
2.968,3.0951
3.1964,2.3378
4.8737,3.1259
5.0279,4.2185
3.0082,1.9001
2.6902,6.4434
3.2593,4.1005
4.6397,3.2212
4.1701,2.6314
4.1245,4.8535
4.0315,4.9408
2.6747,4.6676
2.8657,1.9705
5.7657,2.7215
3.0645,4.9044
5.6503,2.926
3.7023,2.3419
2.443,3.6293
2.0125,3.0615
3.9256,1.0367
2.0722,2.7774
4.0955,4.6672
3.3408,2.6329
3.3422,1.7406
3.6573,3.5661
5.0021,3.8121
2.9339,1.8558
3.1834,4.8296
3.5831,3.0319
3.6692,5.2422
3.6688,2.318
3.1888,4.6639
3.5725,2.354
3.6292,1.6983
4.1414,-1.9381
2.6585,2.8184
4.8272,4.1609
4.5691,3.2315
4.7707,1.555
4.8459,1.9784
3.8099,4.4817
3.0248,2.3415
2.3248,1.2206
2.8189,1.417
2.9403,4.0377
4.5389,4.1131
3.9591,5.5092
1.734,1.813
2.7718,3.7141
3.4105,0.96924
4.523,4.2746
4.1315,1.5235
4.3151,1.8691
2.7345,3.5366
1.6365,3.0058
3.3198,0.91226
3.2326,4.1174
2.6617,4.0003
3.5739,3.2929
3.0731,1.3482
1.6965,5.0462
2.7291,1.7747
5.3815,0.52736
4.5836,3.576
2.9224,4.5484
2.899,2.8471
3.7691,1.8243
3.3395,5.106
3.3475,3.6408
2.9441,2.2528
4.4521,4.5846
4.3007,3.198
2.2619,2.7332
3.5462,4.4485
4.3468,3.942
3.8375,1.529
3.6027,2.5597
2.1826,3.9358
4.5929,0.4919
4.541,0.74312
2.8042,1.8249
3.0897,3.7279
3.8983,1.7668
2.1478,4.5749
4.7166,4.8544
4.5419,1.7744
4.5843,1.8956
3.3236,0.2183
2.2297,3.6393
4.95,6.0433
3.9252,3.6994
1.8813,5.2206
4.1956,2.4593
3.5855,3.5325
3.9116,2.223
4.3757,5.8273
3.1203,3.0681
1.7443,2.2676
3.0819,1.5512
3.3899,0.79175
2.8756,3.0393
2.646,-0.85717
4.1923,1.7908
3.0984,1.0541
3.2194,3.9457
3.731,1.7622
4.721,3.7944
3.6517,3.4985
3.1231,2.5243
3.4924,3.3331
2.93,4.0332
3.1142,4.2895
2.5752,1.6791
3.2243,3.6975
3.7617,3.5826
3.0029,3.8188
4.2818,4.6834
2.3548,4.3252
1.9906,3.2527
2.8766,3.1461
2.9539,7.565
0.90813,2.8272
3.342,3.7625
4.7979,1.8854
3.2115,4.0939
3.3521,3.8185
3.6093,4.5543
3.9181,4.4139
2.9192,1.7687
4.3103,4.3398
5.5403,2.8059
2.9255,3.586
3.7275,3.0981
3.7649,3.9983
3.1428,-0.95466
4.2134,0.44185
2.6779,4.7667
5.0097,4.6458
2.7145,4.4289
3.4525,3.4832
3.3111,4.2152
2.4958,4.989
4.1028,4.1599
2.7667,3.4006
5.7176,1.4093
4.7457,4.1133
2.1704,3.9924
2.8279,3.1872
2.3533,4.4962
4.3349,5.2953
4.1241,2.6093
4.4054,5.456
3.6486,3.456
5.6481,2.9137
4.6731,1.8761
2.8854,0.67362
3.2052,4.0533
3.7075,5.3119
3.8139,4.5756
2.2746,1.9041
4.1695,4.1378
2.8658,5.7805
2.8765,3.4305
4.5401,4.7806
2.8777,2.106
2.6032,1.7867
2.7182,4.1407
3.0188,4.9162
3.6061,1.0629
3.8508,4.0995
4.0353,3.0132
3.2519,2.9385
3.3981,3.3462
3.2822,4.2597
3.7436,5.1377
4.4016,4.0334
4.9451,2.7165
3.0716,4.2126
3.3572,2.5354
2.1545,4.5988
4.4198,1.7889
2.9331,2.3537
2.9235,3.7042
3.7272,1.7223
3.7741,3.2897
3.9064,2.2384
4.4567,4.6144
2.0633,3.4464
3.2332,3.353
4.2917,2.8467
4.1116,2.0138
2.4262,4.8212
5.1509,2.9613
2.5062,1.3642
3.1902,3.4854
4.0322,2.9717
2.2996,3.0945
2.6177,2.8853
2.7575,2.1333
2.9685,3.7408
3.1158,4.4069
2.4506,0.33286
2.7799,4.3377
3.9556,4.8218
3.2415,5.5229
3.8435,4.4032
4.0995,4.7709
2.4496,4.5098
5.4249,0.41882
6.11,3.2514
4.1496,4.0019
3.7344,4.9897
3.4327,1.7183
2.5861,2.2381
5.2723,1.1238
4.0691,-0.1183
3.8054,3.5906
3.8356,4.0585
4.9058,2.782
3.7342,3.8036
2.6516,3.2472
4.1638,1.0488
3.3384,2.2089
4.556,4.0879
3.5901,5.1929
4.1031,3.103
3.0216,0.13195
1.7404,3.9289
5.1026,0.98291
4.3329,0.2141
4.5182,3.9216
0.68999,2.5188
4.3592,2.8814
4.8123,3.9742
3.2514,1.1836
3.3232,2.1421
4.3112,2.7024
2.0762,1.2613
3.6333,2.4713
5.1595,4.4355
4.1091,1.5434
1.6397,3.6427
2.7657,2.7852
2.5928,4.1975
2.1775,4.9477
2.262,1.3513
3.749,5.6791
7.6327,2.7131
4.2293,4.8819
2.1324,1.871
2.0193,2.5838
5.1675,2.5415
3.8726,2.2911
3.8228,2.3796
2.5245,1.9718
3.9425,1.5042
4.7148,3.3699
3.8487,3.2605
3.9044,2.094
4.6444,3.0358
3.2605,4.0174
5.4869,2.5582
2.4906,3.1031
3.6588,3.5565
3.3594,3.1134
3.9239,4.3702
5.8349,5.6828
3.4158,4.2221
3.8536,2.5568
3.4689,2.5131
3.902,4.6785
3.6266,3.6871
4.388,5.2386
2.9196,2.592
5.7095,3.1529
3.5062,2.8168
1.5488,0.29223
4.1633,2.6059
3.6883,2.3376
4.3899,3.8344
3.7819,4.6275
3.4976,3.3111
4.9028,3.278
3.8506,2.985
2.374,3.4566
4.1776,4.198
2.5634,1.6293
3.0919,3.8562
5.4746,1.908
4.9336,4.0195
3.1299,2.126
3.1386,6.3926
1.676,3.8058
4.4529,1.4224
1.8597,5.1535
3.5045,5.1989
2.8452,5.421
2.4534,0.77884
3.3626,2.8341
3.3012,2.3537
5.0839,2.6122
1.9517,1.2537
0.49568,3.018
2.8391,1.2384
2.2174,3.2245
3.0406,4.162
5.5704,2.4298
2.185,2.9431
2.7137,4.7945
3.2446,-0.61855
4.1276,3.5942
3.9249,3.2843
4.341,1.91
3.0091,2.1488
4.5827,1.0999
2.5676,1.0189
4.4711,3.0086
5.106,3.5602
3.4001,2.4918
3.3525,5.9715
4.4234,4.1651
0.95642,3.6538
3.3813,3.6933
2.95,2.825
2.7448,1.5972
5.122,2.1221
2.4996,2.7766
1.558,3.5386
5.0387,0.94146
3.0389,3.0243
3.5926,3.0294
5.5553,4.2102
3.8292,4.1414
4.5152,2.8669
3.0122,1.9044
3.551,2.1733
4.4196,3.0888
3.1237,3.2769
2.8713,3.292
2.0145,3.4693
1.6089,3.2441
4.2115,4.8276
2.9421,1.5752
4.0976,2.6425
3.4726,0.82149
3.9014,2.3612
2.6324,1.129
4.2618,2.4475
1.7241,1.0336
3.9418,2.4234
3.4611,2.2032
3.9959,3.2049
4.1457,3.1788
2.856,0.35621
2.817,3.7199
3.7989,2.1849
3.9204,1.851
4.9837,5.8699
3.4841,5.0874
4.023,3.856
5.059,1.7633
3.5792,2.8269
3.0918,2.9098
1.9933,5.4067
5.0628,2.2392
4.3992,2.5985
2.9075,2.4057
4.2084,3.0028
4.449,2.1474
3.2744,3.3511
2.091,2.6098
5.5146,3.9243
2.0932,2.1268
3.7112,1.4999
1.6913,5.8993
4.0574,0.68545
2.8037,4.2196
5.0448,4.9294
5.4116,1.0572
3.9533,2.0599
3.7984,4.6305
4.2395,4.5462
3.5748,1.8541
2.2944,1.8304
3.5311,0.70221
4.2911,3.5525
2.8926,2.7127
3.0262,4.1599
4.7802,3.0931
3.61,3.1825
3.9267,3.5688
2.9699,3.9038
3.8131,3.0517
2.3071,6.2497
2.5507,3.5736
4.3646,1.5797
4.3956,4.9652
5.2404,1.5079
3.4856,3.5038
3.6406,5.1763
3.1584,4.2589
4.2049,2.6375
3.6151,2.6656
3.5289,1.6435
2.4649,4.3131
3.8167,3.7138
3.1682,3.396
3.1879,1.4165
2.4466,3.7089
4.8748,3.7676
3.1401,4.4594
1.3839,0.58654
4.203,4.5783
4.4599,4.5098
5.004,5.5366
4.1498,2.6055
4.7397,2.6008
2.1764,3.173
3.3346,2.1779
3.171,1.3032
3.5963,3.4342
3.186,5.2664
2.5269,3.3617
4.4578,0.46678
2.8085,3.668
1.8992,4.0047
3.7826,5.3354
3.3791,1.4813
2.7829,3.5205
3.4606,4.4537
5.0948,3.921
2.373,4.0163
4.3764,1.6154
5.0051,2.1783
3.8093,5.1258
4.5027,2.9054
6.3165,3.1047
4.0231,2.2748
3.9926,1.7779
4.4544,4.3192
4.044,2.559
3.4323,3.3862
2.4771,3.2885
3.1031,2.0697
2.5867,3.7111
1.9293,6.1701
4.691,0.027814
3.7537,3.8806
3.6919,2.7883
3.813,2.3756
2.4352,5.2004
3.6142,1.4427
3.6808,3.7462
3.4624,2.909
2.7358,2.2615
5.6323,1.5579
3.2123,0.3599
1.6824,1.5813
1.8072,2.6679
3.3178,0.64516
2.3486,3.3806
4.2969,5.8428
4.4828,4.5506
3.0663,1.2104
2.6277,3.7769
3.6698,5.7524
2.8017,4.7455
5.3329,4.1395
4.8495,3.6706
2.9773,0.042886
3.0449,3.9445
2.6283,2.9977
4.7505,3.5201
5.0206,2.0071
6.5474,2.6103
3.2535,1.2473
2.601,2.1301
3.2996,4.3835
2.8833,1.9212
1.0967,3.74
2.1242,6.6611
4.6947,2.95
2.5574,4.7101
2.5383,4.8372
3.7561,4.4641
2.6732,2.9728
4.5527,4.582
0.89563,3.7279
3.6092,2.1733
3.6193,3.3394
3.5723,2.368
1.5287,4.0454
3.0326,2.5929
2.7816,3.5327
3.4688,0.91028
2.6575,3.6203
1.2769,3.9723
4.0971,4.9806
2.7302,1.9868
3.2227,1.2721
3.1351,4.6681
3.6067,2.5674
3.3041,2.0166
4.2342,0.54871
2.7058,3.7979
3.4626,2.8737
4.8968,3.3561
5.0331,2.7834
2.2214,4.1565
4.3327,5.1136
3.1055,3.549
3.8631,3.3249
3.4803,3.7801
3.5224,3.4348
3.9802,2.6268
3.6635,3.2524
3.88,7.3133
4.3606,-1.1965
4.0658,2.3823
1.0632,2.548
3.4694,3.8652
3.6039,2.7522
4.6875,5.2942
4.2284,3.5305
3.9956,3.4147
4.2345,2.8154
3.4598,4.2602
3.5179,3.8313
4.4687,3.0049
5.2406,4.4845
2.4487,1.2911
3.1586,5.4806
3.225,1.358
3.932,4.4796
2.3684,2.794
4.3949,3.5834
4.7637,3.925
1.7198,3.9029
1.847,3.716
2.9938,5.7797
3.2413,1.1981
4.065,4.3094
3.3163,1.7516
1.7568,2.7581
4.18,4.602
5.3258,3.9311
4.7599,3.8831
3.4744,3.046
4.4467,2.1517
4.7337,2.5953
1.4372,3.5291
4.3902,3.2405
1.3971,4.8431
2.4206,2.7849
3.1962,3.9358
1.8081,3.302
4.5028,1.8139
4.1668,3.0068
4.3093,4.6455
3.6665,4.4033
3.7651,3.2394
4.1058,3.298
1.8465,3.9092
3.669,2.5337
2.464,2.952
4.6738,3.0162
3.9357,1.5377
2.4493,2.784
4.6225,1.6895
2.9768,1.2977
3.9528,0.22518
3.4499,2.6432
1.7215,1.397
3.4361,3.2921
4.0344,2.5359
3.3263,3.9307
3.1756,3.27
2.0454,4.2393
3.4616,2.0033
4.447,4.4535
2.8053,4.3811
2.2016,4.5894
5.6099,3.2566
6.3699,5.5535
3.6447,4.1633
4.8328,3.6226
3.4272,2.3134
3.6978,5.8495
4.3134,2.6094
3.2838,4.4045
5.3058,1.5329
3.949,3.717
3.6476,7.359
3.9839,4.0219
1.8496,3.9719
4.3097,5.4091
4.7308,2.9542
5.1799,2.8681
3.3662,3.0395
4.1496,1.1526
3.119,5.2464
3.4258,3.9511
1.5964,0.79185
3.3514,3.723
4.9463,3.7854
1.9248,3.3764
4.5074,4.5756
5.0108,6.0691
3.9089,0.29443
3.5569,1.4637
3.1347,5.8597
2.6118,3.9454
2.2649,5.6793
3.6732,3.3617
2.3142,5.2515
3.339,3.0899
4.4984,3.516
4.0609,3.6884
3.305,1.5036
3.3316,2.4629
1.6476,1.8446
2.5724,2.5321
2.4641,1.6132
4.3545,2.8678
3.8682,2.7666
3.7191,1.129
3.1366,2.9009
4.8113,1.1773
4.4598,3.3766
3.8505,3.4606
3.2369,3.5633
3.9994,3.9721
3.5132,1.3184
2.782,2.6726
4.0749,3.2289
4.1302,3.747
2.3562,2.0672
2.3779,2.379
3.4906,2.979
4.3157,3.8466
4.3747,2.6459
5.0074,3.0304
3.8086,3.6513
4.6785,5.0342
4.8299,5.6751
2.2721,5.8353
2.1882,3.2473
4.2476,4.6205
3.9393,1.6319
3.4897,1.6018
4.8452,3.7494
3.3344,2.1224
2.198,3.7422
4.0526,3.3758
3.6815,0.0064318
4.6178,2.291
3.7609,3.4658
3.6031,1.7336
2.1164,1.9803
2.2463,3.6088
2.0247,3.4161
3.042,1.6063
4.0922,3.363
3.6651,3.3121
3.5451,3.3293
2.3551,4.0695
2.768,2.52
5.4939,5.0783
4.2206,0.55785
4.1887,1.7271
2.7386,2.1753
4.805,3.1296
2.177,5.8801
3.5953,3.5444
3.2187,3.7836
3.3877,0.44461
4.9819,2.151
2.5644,3.1228
1.5306,2.7353
2.8064,3.0483
3.0201,3.6304
5.609,2.5598
4.704,3.163
3.8762,5.256
4.8887,3.7608
3.9425,2.7637
4.8692,4.5323
2.8876,4.1092
4.1786,2.9266
3.3297,3.202
3.3345,2.1596
4.2988,1.7083
4.8068,4.4886
1.5006,4.0767
2.2026,5.9021
3.1866,3.4196
5.8021,-1.1851
2.8904,2.099
2.3908,6.2634
5.1008,3.0186
3.5368,6.7198
3.8229,2.171
2.7046,3.9942
4.9413,2.043
2.1499,4.6534
3.9277,2.9698
4.3285,2.4199
4.5606,2.9069
2.137,3.1074
3.9465,4.0148
3.2591,2.5587
3.1594,2.7962
3.9011,2.281
2.778,3.2078
2.434,1.3084
3.8529,1.4811
3.7843,3.9231
3.6306,3.7636
3.7094,2.7217
4.0881,4.7994
5.3124,3.0506
2.1959,3.8006
3.4421,2.2181
3.6203,2.8939
2.353,3.6604
2.0637,2.4274
2.7884,1.7918
3.2703,3.6908
3.7895,1.7687
2.7545,3.4897
3.6218,1.8948
2.1572,2.4249
0.70596,2.4448
2.3921,2.9722
2.1239,4.8197
2.7626,3.4505
3.2024,3.2564
3.0604,3.1152
2.4706,3.7209
4.9278,2.5463
2.7904,2.7824
3.4075,3.6968
4.518,2.3945
3.9164,3.1635
4.3707,4.6016
3.6198,0.67887
3.6704,4.4216
4.062,2.5141
3.206,3.6602
3.9656,3.8384
2.7018,3.4733
4.6248,3.8605
3.8913,2.2396
4.2621,2.7643
2.5368,2.9253
2.5069,3.5724
2.7633,0.6734
4.3183,2.7932
3.3205,5.0868
3.4981,4.5128
2.5278,1.0711
2.4758,4.7554
2.697,1.815
4.6876,1.7488
5.5935,2.9946
4.9847,1.8333
5.0241,3.5976
2.8387,4.5928
4.3119,6.0213
3.3476,3.0903
3.9146,3.1705
3.0635,3.7127
2.8878,2.9356
3.7756,1.8428
2.6198,4.9332
4.0573,-0.90712
5.2079,2.0763
2.8959,0.96833
4.0799,4.1606
2.9889,1.6791
1.4714,3.6876
2.2583,2.0686
3.6284,3.5176
3.7716,0.44688
3.2573,4.0418
1.642,6.0902
4.4464,3.2158
3.6884,0.54114
4.8247,0.46214
3.9108,3.0803
1.9464,0.71954
2.4881,2.9433
3.5479,1.613
3.3817,4.0982
3.689,1.0781
3.3283,3.4083
5.9771,5.801
3.5563,2.1373
4.0332,0.15616
1.8652,1.2471
3.796,3.503
3.1443,5.5852
3.7741,2.2317
3.0695,1.928
3.7888,4.0651
4.8788,4.3298
2.8575,2.9007
3.5018,3.9893
3.2027,4.717
2.2366,3.3585
2.7557,-0.34032
5.4428,4.7371
1.1579,3.252
3.941,3.9099
3.2893,2.2302
3.3774,3.7217
3.2029,2.644
2.8082,2.9113
4.7882,3.234
6.4268,4.1722
3.4781,7.3302
2.0492,0.53757
3.3069,2.0168
4.3427,2.7981
2.7576,3.1697
2.3393,3.998
3.0016,1.8025
2.5995,1.9351
4.2824,1.717
3.6173,2.0048
1.7757,2.1859
2.5927,3.965
4.3337,1.8339
2.982,3.8989
5.2439,3.7824
4.2736,2.3742
4.8021,1.7561
3.9459,2.7873
2.8945,1.6433
3.9154,1.1912
4.2044,3.4173
5.0237,3.6426
4.3055,3.2418
1.7964,2.6309
2.402,3.3561
4.245,1.8915
2.7749,3.513
2.5643,3.6512
4.5838,1.5153
3.6018,3.0666
3.6498,3.749
3.8364,2.4914
2.9322,4.5019
6.1329,3.437
4.3228,3.7397
4.2869,3.9056
3.0932,0.46159
0.10115,3.5341
4.8389,0.25142
4.0386,2.5356
4.5028,2.3891
2.6835,2.0656
2.7934,2.1646
4.4205,3.7846
1.546,0.79734
2.6264,3.9249
1.3708,3.0437
3.7491,1.0937
3.5194,3.2626
2.0502,2.3313
3.0831,3.726
3.4526,1.0509
1.8083,2.7052
1.7451,2.3858
5.3515,1.3512
2.3131,3.9219
4.0103,5.4652
3.663,4.1225
4.261,2.5665
3.7251,3.2452
1.2988,5.156
3.5254,3.8401
4.0634,4.701
3.6421,2.8048
3.5475,4.6391
3.5534,1.45
4.7064,4.2129
3.8153,3.371
3.3151,3.5657
2.8484,3.1826
5.0084,2.7758
2.575,4.4331
2.7398,5.2217
3.1146,6.6493
1.9854,5.544
3.1365,3.563
1.793,2.8367
5.0215,1.7976
5.0542,4.7378
1.3724,2.2335
3.7314,1.7345
3.6171,0.39847
3.3571,5.3626
2.2145,3.7803
3.4496,3.4581
3.0797,2.7439
3.0418,3.9084
1.2669,2.8557
4.7203,1.4397
2.8789,4.1521
3.7744,-0.064477
1.8329,3.5459
4.4144,0.3925
3.6926,4.7356
3.82,5.7914
5.0902,1.7339
4.53,3.1676
1.7719,3.8455
4.188,4.6985
3.2879,3.3972
2.7364,3.4402
4.2256,2.4054
4.2256,2.9711
3.552,1.631
4.4706,1.2135
5.1781,4.6277
2.4847,3.7707
3.3597,3.0288
2.378,3.0396
3.4531,5.4044
3.5695,3.6057
5.9508,2.9405
3.1435,2.6709
1.7335,2.7888
3.8202,5.3955
4.8317,3.7614
4.8096,1.3354
3.4934,0.37703
4.2719,1.6664
3.598,2.724
3.5778,1.9426
5.2955,3.052
4.0154,3.1593
2.9759,4.4446
3.9783,3.7438
3.7632,2.4538
3.6262,2.2808
2.7525,2.9851
3.7826,4.9325
2.8403,-0.18475
2.2363,2.0904
3.9735,2.6942
2.737,2.9474
4.9881,3.7322
4.9912,5.4787
3.8679,2.8869
4.219,4.3426
1.6512,4.0108
4.0808,3.8219
4.3317,4.6232
0.97257,3.1424
3.191,1.9704
4.3321,2.2513
3.2914,4.6992
5.0249,3.478
3.1503,2.4246
2.7278,0.29957
4.8541,4.6344
3.502,5.2326
2.94,1.3664
5.0467,2.8885
3.9307,2.9013
2.8473,2.1695
5.5014,4.6041
4.4142,3.5072
3.3578,2.4965
3.6184,3.5968
3.676,1.715
3.3616,2.9985
3.1957,2.0538
2.6639,4.2711
4.7308,3.1887
5.4182,3.3782
3.6913,3.2615
3.5544,3.9046
3.3646,4.4722
4.8568,2.7643
4.9686,2.0131
2.6118,5.7023
3.866,3.1636
2.754,3.6212
4.0755,1.2405
3.8701,2.8163
3.3971,4.3544
2.9228,2.6487
3.4861,1.6328
4.8598,2.7501
2.6213,1.7239
2.4577,4.7884
3.0557,0.29133
4.2705,3.1531
4.4131,3.1315
5.1815,1.1814
5.369,0.47962
4.4641,4.1724
3.1205,0.33308
3.1363,4.1735
4.9715,3.2417
3.5642,6.0892
2.9479,1.6566
3.3217,1.9277
2.2201,2.289
2.9985,3.3261
4.6265,5.8265
6.5546,2.4292
3.6308,2.1166
2.3317,0.98191
3.0173,1.4536
3.6925,6.11
1.6713,2.1091
4.5581,4.2654
3.5244,1.7374
3.7686,3.7088
4.7526,6.4883
4.3762,2.7316
3.975,1.9259
3.5918,3.8556
2.587,0.57061
4.7605,4.5796
3.2082,4.0831
3.5126,2.3215
3.8891,2.704
5.3441,4.2939
5.0024,4.1706
4.6787,0.013936
2.6547,4.8742
4.9985,4.5385
5.6075,5.9745
3.4019,1.0109
5.8956,2.1163
3.2205,1.6458
3.9421,2.2506
4.2286,2.9024
4.4261,2.3957
4.2822,2.4408
3.4873,4.3566
2.9708,1.9385
4.2685,3.2549
3.2732,0.5625
6.1521,2.1302
1.6103,2.7568
3.328,4.2162
3.6083,3.2426
3.4291,2.839
4.282,1.1542
4.4754,4.8599
4.7635,2.4232
2.9676,6.292
3.7628,3.214
3.9501,2.5941
3.5607,2.8806
3.7535,5.1892
2.2304,0.83989
2.3675,5.8226
3.5176,3.1342
3.0359,3.4487
4.3906,4.0295
3.8253,4.2793
5.1173,4.2304
3.3488,1.5525
4.7532,0.01801
4.7517,2.9036
4.271,5.3396
3.2561,2.2191
4.8843,4.915
2.7886,1.2642
4.4499,3.2165
4.744,2.3982
2.7096,3.0719
3.7205,4.1425
2.6582,2.4095
3.9043,2.0473
2.6566,3.223
3.4961,3.1407
4.7398,2.9064
4.6915,1.548
3.0338,2.6211
5.4676,3.2228
2.9464,3.6637
4.2193,-0.15862
4.7808,3.9803
2.3972,3.0192
3.9038,6.7855
2.859,3.2241
3.0271,3.1198
4.3498,1.8936
3.2868,4.9949
3.3568,4.5902
2.8367,2.0152
2.1189,2.6633
2.7308,3.1543
3.0008,3.944
2.8125,3.6636
2.4781,3.0259
5.0838,2.3559
1.6473,3.9028
2.864,2.259
5.0048,5.1033
3.5188,3.1527
4.5939,1.1721
2.4456,2.781
3.0188,2.1196
3.9434,6.5563
4.0067,4.2543
2.4422,1.9876
2.9011,4.4308
4.7322,3.3349
2.8991,4.048
2.4051,2.592
5.6272,2.4534
3.2009,2.6142
2.0118,3.4341
2.1451,1.6521
3.2752,5.9708
2.2243,2.9324
3.259,3.7482
3.3231,2.4669
4.3915,3.0468
3.0363,2.9949
2.2378,0.58608
4.5774,3.1043
3.7032,4.0676
2.2731,-1.104
2.1346,3.0173
3.5764,3.1212
4.4705,2.7818
2.7111,0.43956
3.4324,3.9905
4.3782,4.0871
5.4642,3.2133
3.3838,3.061
3.2069,3.8195
2.7731,1.7302
4.9484,2.5743
3.0256,3.3737
4.1227,0.78505
3.9634,1.2746
4.4987,0.10793
3.0538,2.397
4.8752,3.3046
2.7097,3.4914
5.1879,3.6656
3.0718,3.0644
2.3411,3.6518
2.5296,3.1947
3.3583,4.021
1.5239,0.42298
4.5778,0.070671
2.9185,1.7185
3.1727,2.1939
3.604,1.994
3.1962,3.1912
3.9221,1.9526
5.6873,1.8124
3.6055,3.2823
3.3903,4.1846
4.1599,2.8079
3.112,5.5251
4.2304,2.9017
1.1112,0.51145
3.768,1.2381
6.0811,1.797
3.4967,4.3835
2.6306,6.4772
4.4596,3.9091
3.961,2.7043
3.5454,3.3635
4.5063,2.1246
3.2909,1.7157
3.0314,6.5297
3.3131,2.1708
2.9452,0.72651
4.2241,4.3175
4.4546,3.2908
2.8867,1.9068
3.6869,2.2301
4.0659,2.5241
1.9908,4.3331
3.2496,4.5815
3.0726,2.0965
4.1311,3.8105
4.8737,3.6572
3.1762,2.1233
2.1204,2.9966
3.7907,2.8919
2.7332,3.3572
5.0239,2.2294
1.7335,4.0306
3.7851,2.201
3.901,4.793
2.8283,3.3426
3.1157,4.6248
4.7161,3.4334
3.2435,2.5179
2.6306,4.0984
3.5358,5.9239
1.5347,0.93696
3.6681,1.4168
3.1662,0.02484
3.1683,5.3849
3.822,1.4165
4.1742,3.7278
2.9712,4.3935
4.6968,2.0932
3.2764,4.1918
1.5008,5.0196
1.4444,2.2646
4.0888,3.7576
2.8129,1.4769
2.7567,1.8655
3.7657,2.1215
2.6693,3.6796
3.2061,2.7256
3.1246,6.7699
5.1756,3.9132
3.0959,4.0553
4.6063,2.0552
3.635,3.8764
3.5577,4.0622
2.3756,4.1102
3.2988,2.8531
3.905,0.30227
3.7248,1.4081
3.8384,1.4385
1.9452,3.872
4.717,1.6506
3.6764,3.8608
2.2463,2.5707
3.157,3.9041
4.339,2.4602
3.8349,2.6526
3.5093,3.8944
2.7114,2.3237
4.4095,2.7544
2.0383,4.722
3.224,1.0495
4.8859,-0.076521
6.2328,3.5461
3.7781,6.1039
4.4176,3.4978
4.4531,2.8157
3.7968,3.0541
